split,s_mm,s_over_L,p_kpa,x_mm,y_mm
train,158.15899581589957,0.7907949790794979,40.0,142.44315040248796,61.495318285543135
train,166.52719665271965,0.8326359832635982,40.0,148.98137784363885,66.71812011755951
train,174.89539748953973,0.8744769874476986,40.0,155.4681837392382,72.00467909974535
train,183.2635983263598,0.9163179916317991,40.0,161.91601521244237,77.33872405231097
train,191.63179916317992,0.9581589958158996,40.0,168.33767049091097,82.70426685088313
train,200.0,1.0,40.0,174.74617993272685,88.08551044888284
train,0.0,0.0,50.0,3.217107529494739e-15,2.345248219000366e-24
train,7.531380753138075,0.03765690376569038,50.0,7.526100234586487,0.24456970883773752
train,15.899581589958158,0.0794979079497908,50.0,15.851497865493437,1.0733650380843383
train,24.26778242677824,0.1213389121338912,50.0,24.102462255993114,2.4601367262051084
train,32.63598326359833,0.16317991631799164,50.0,32.247524773754684,4.373719293569548
train,41.004184100418406,0.20502092050209203,50.0,40.260481845288304,6.781735923073429
train,49.37238493723849,0.24686192468619247,50.0,48.120156872236265,9.651162333419848
train,57.74058577405857,0.28870292887029286,50.0,55.810121903843005,12.948813387050787
train,66.10878661087865,0.3305439330543933,50.0,63.31839106474356,16.641754617831108
train,74.47698744769875,0.37238493723849375,50.0,70.63709620067726,20.697642040205416
train,82.84518828451883,0.4142259414225941,50.0,77.76215368130607,25.084994467308995
train,91.2133891213389,0.45606694560669453,50.0,84.69292982640886,29.773403159322953
train,99.58158995815899,0.49790794979079495,50.0,91.43191102716389,34.73368398452536
train,107.94979079497908,0.5397489539748954,50.0,97.98438333747681,39.937977442384394
train,116.31799163179916,0.5815899581589958,50.0,104.3581251236797,45.359801907135974
train,124.68619246861924,0.6234309623430963,50.0,110.56311529081866,50.97406533546936
train,133.05439330543933,0.6652719665271967,50.0,116.61125865179781,56.757040474065874
train,141.4225941422594,0.7071129707112971,50.0,122.51612916979536,62.68630832941511
train,149.7907949790795,0.7489539748953975,50.0,128.29273107982033,68.74067434787476
train,158.15899581589957,0.7907949790794979,50.0,133.9572772753642,74.90006141941325
train,166.52719665271965,0.8326359832635982,50.0,139.52698382301776,81.14538348185943
train,174.89539748953973,0.8744769874476986,50.0,145.01987903335893,87.45840317888614
train,183.2635983263598,0.9163179916317991,50.0,150.4546251620979,93.82157672685435
train,191.63179916317992,0.9581589958158996,50.0,155.85035053357507,100.21788888314647
train,200.0,1.0,50.0,161.22648966225435,106.63068068970657
train,0.0,0.0,60.0,-2.8190350777077878e-15,-2.4027370660622097e-25
train,7.531380753138075,0.03765690376569038,60.0,7.523777505836894,0.2934385715606006
train,15.899581589958158,0.0794979079497908,60.0,15.830368314403762,1.2871883726583555
train,24.26778242677824,0.1213389121338912,60.0,24.029931346546498,2.947794757802997
train,32.63598326359833,0.16317991631799164,60.0,32.077459555734485,5.234941038821082
train,41.004184100418406,0.20502092050209203,60.0,39.93573573572807,8.106245220071415
train,49.37238493723849,0.24686192468619247,60.0,47.5749857348371,11.518244402404825
train,57.74058577405857,0.28870292887029286,60.0,54.97244817249899,15.427241472775878
train,66.10878661087865,0.3305439330543933,60.0,62.11188598636432,19.790016832566113
train,74.47698744769875,0.37238493723849375,60.0,68.98306187868685,24.564410866080635
train,82.84518828451883,0.4142259414225941,60.0,75.58119644119274,29.709785009099694
train,91.2133891213389,0.45606694560669453,60.0,81.90642453066687,35.187370743685086
train,99.58158995815899,0.49790794979079495,60.0,87.96326242688507,40.96051672128103
train,107.94979079497908,0.5397489539748954,60.0,93.76009548822263,46.99484460206669
train,116.31799163179916,0.5815899581589958,60.0,99.30869346444834,53.258324190450395
train,124.68619246861924,0.6234309623430963,60.0,104.62375834905211,59.72127813341837
train,133.05439330543933,0.6652719665271967,60.0,109.72250765880374,66.35632591044838
train,141.4225941422594,0.7071129707112971,60.0,114.62429430900156,73.13827615180672
train,149.7907949790795,0.7489539748953975,60.0,119.35026279400289,80.04397553767149
train,158.15899581589957,0.7907949790794979,60.0,123.92304016379833,87.05212170581328
train,166.52719665271965,0.8326359832635982,60.0,128.3664592852133,94.1430467739875
train,174.89539748953973,0.8744769874476986,60.0,132.70531106622852,101.29847730031469
train,183.2635983263598,0.9163179916317991,60.0,136.96512167970198,108.5012757892904
train,191.63179916317992,0.9581589958158996,60.0,141.1719503258149,115.7351682251049
train,200.0,1.0,60.0,145.35220270076113,122.98446159484027
val,0.0,0.0,70.0,-3.0505103791208562e-15,7.158390714372267e-23
val,7.531380753138075,0.03765690376569038,70.0,7.521033013714609,0.3422828540213475
val,15.899581589958158,0.0794979079497908,70.0,15.80541850822042,1.5005489194346004
val,24.26778242677824,0.1213389121338912,70.0,23.944378118664808,3.4330772330266397
val,32.63598326359833,0.16317991631799164,70.0,31.8771460447947,6.08882844641913
val,41.004184100418406,0.20502092050209203,70.0,39.55389155714348,9.413535706844318
val,49.37238493723849,0.24686192468619247,70.0,46.935238600465176,13.351286419218905
val,57.74058577405857,0.28870292887029286,70.0,53.99163062066631,17.845877341461676
val,66.10878661087865,0.3305439330543933,70.0,60.70258851565656,22.841945525066407
val,74.47698744769875,0.37238493723849375,70.0,67.05590340485438,28.28588403741776
val,82.84518828451883,0.4142259414225941,70.0,73.04679952595991,34.126556077011585
val,91.2133891213389,0.45606694560669453,70.0,78.6770962893352,40.31582423225907
val,99.58158995815899,0.49790794979079495,70.0,83.95439256238433,46.80891346865845
val,107.94979079497908,0.5397489539748954,70.0,88.89129076454188,53.56462718828465
val,116.31799163179916,0.5815899581589958,70.0,93.50467341716856,60.54543561043225
val,124.68619246861924,0.6234309623430963,70.0,97.81504045488435,67.7174549764898
val,133.05439330543933,0.6652719665271967,70.0,101.84591187230689,75.05033486794194
val,141.4225941422594,0.7071129707112971,70.0,105.62329713212085,82.51706940246719
val,149.7907949790795,0.7489539748953975,70.0,109.17523015686416,90.09374637418338
val,158.15899581589957,0.7907949790794979,70.0,112.53136661531431,97.75924664194962
val,166.52719665271965,0.8326359832635982,70.0,115.72263853573365,105.4949043348192
val,174.89539748953973,0.8744769874476986,70.0,118.78095997129691,113.28413680793624
val,183.2635983263598,0.9163179916317991,70.0,121.73897644825851,121.11205180077681
val,191.63179916317992,0.9581589958158996,70.0,124.62985018980582,128.96503796439103
val,200.0,1.0,70.0,127.4870725797089,136.83034386575875
val,0.0,0.0,80.0,-5.563075751324007e-15,-3.042828016050351e-23
val,7.531380753138075,0.03765690376569038,80.0,7.517867033577327,0.39109846643123336
val,15.899581589958158,0.0794979079497908,80.0,15.776659168498117,1.7133701051223587
val,24.26778242677824,0.1213389121338912,80.0,23.8458848027726,3.9155946340028156
val,32.63598326359833,0.16317991631799164,80.0,31.64691824294471,6.934193471619433
val,41.004184100418406,0.20502092050209203,80.0,39.115912473058,10.700859682313235
val,49.37238493723849,0.24686192468619247,80.0,46.203155517581784,15.144950546829152
val,57.74058577405857,0.28870292887029286,80.0,52.87216263398878,20.195527840914938
val,66.10878661087865,0.3305439330543933,80.0,59.09858797042877,25.783046489456517
val,74.47698744769875,0.37238493723849375,80.0,64.86902839228448,31.84070490373281
val,82.84518828451883,0.4142259414225941,80.0,70.17978070001288,38.30547944194196
val,91.2133891213389,0.45606694560669453,80.0,75.03560208097753,45.11887148461175
val,99.58158995815899,0.49790794979079495,80.0,79.44851283727066,52.227399058366814
val,107.94979079497908,0.5397489539748954,80.0,83.43667053362351,59.582866253237405
val,116.31799163179916,0.5815899581589958,80.0,87.02333590844823,67.14244332048843
val,124.68619246861924,0.6234309623430963,80.0,90.23594327561456,74.86858873249382
val,133.05439330543933,0.6652719665271967,80.0,93.10528172180386,82.72884200762974
val,141.4225941422594,0.7071129707112971,80.0,95.66478812110796,90.6955130721094
val,149.7907949790795,0.7489539748953975,80.0,97.94994875056467,98.74529061363653
val,158.15899581589957,0.7907949790794979,80.0,99.99780297778152,106.85878849382232
val,166.52719665271965,0.8326359832635982,80.0,101.84653997253513,115.0200459960399
val,174.89539748953973,0.8744769874476986,80.0,103.53517753390486,123.21599462082561
val,183.2635983263598,0.9163179916317991,80.0,105.10331079437987,131.43590139620656
val,191.63179916317992,0.9581589958158996,80.0,106.59091764505821,139.67079631219372
val,200.0,1.0,80.0,108.0382071194882,147.91288956261056
test,0.0,0.0,90.0,9.520147005513848e-15,6.27689058649022e-23
test,7.531380753138075,0.03765690376569038,90.0,7.514279883057058,0.4398813221945009
test,15.899581589958158,0.0794979079497908,90.0,15.744102651524107,1.9255756134220336
test,24.26778242677824,0.1213389121338912,90.0,23.734546027355158,4.394960386339089
test,32.63598326359833,0.16317991631799164,90.0,31.387159755420864,7.769863789797317
test,41.004184100418406,0.20502092050209203,90.0,38.62290204788405,11.96552509383082
test,49.37238493723849,0.24686192468619247,90.0,45.38129602041623,16.894051107534732
test,57.74058577405857,0.28870292887029286,90.0,51.61916283227058,22.467348136548637
test,66.10878661087865,0.3305439330543933,90.0,57.3090689750528,28.599525682190656
test,74.47698744769875,0.37238493723849375,90.0,62.437606985697606,35.20879109091058
test,82.84518828451883,0.4142259414225941,90.0,67.00360937669572,42.2188708512699
test,91.2133891213389,0.45606694560669453,90.0,71.01637612218661,49.56000499266269
test,99.58158995815899,0.49790794979079495,90.0,74.49397758827354,57.169566965331605
test,107.94979079497908,0.5397489539748954,90.0,77.46167800325586,64.99236340163871
test,116.31799163179916,0.5815899581589958,90.0,79.95050981006618,72.98066716489694
test,124.68619246861924,0.6234309623430963,90.0,81.99601669239746,81.09403389758245
test,133.05439330543933,0.6652719665271967,90.0,83.63717271439646,89.29894759668127
test,141.4225941422594,0.7071129707112971,90.0,84.91547673801787,97.56833516903122
test,149.7907949790795,0.7489539748953975,90.0,85.8742148793119,105.88098393990091
test,158.15899581589957,0.7907949790794979,90.0,86.55787898615579,114.22089008420504
test,166.52719665271965,0.8326359832635982,90.0,87.01172569689176,122.57656020826339
test,174.89539748953973,0.8744769874476986,90.0,87.28145830442861,130.9402830376505
test,183.2635983263598,0.9163179916317991,90.0,87.41301215154111,139.30738350539286
test,191.63179916317992,0.9581589958158996,90.0,87.45242339397299,147.67546757624459
test,200.0,1.0,90.0,87.44576049443619,156.04366294180764
test,0.0,0.0,100.0,7.449263912633903e-15,6.463961830000378e-23
test,7.531380753138075,0.03765690376569038,100.0,7.510271922022163,0.48862733836338007
test,15.899581589958158,0.0794979079497908,100.0,15.707762942017954,2.13708942134476
test,24.26778242677824,0.1213389121338912,100.0,23.61046871123529,4.870791269545627
test,32.63598326359833,0.16317991631799164,100.0,31.098303034532336,8.59468494880504
test,41.004184100418406,0.20502092050209203,100.0,38.07610096245775,13.204902986549607
test,49.37238493723849,0.24686192468619247,100.0,44.47252857556117,18.59357441856264
test,57.74058577405857,0.28870292887029286,100.0,50.23834751405385,24.652885768219207
test,66.10878661087865,0.3305439330543933,100.0,55.34424964801182,31.27837486068994
test,74.47698744769875,0.37238493723849375,100.0,59.77844840595565,38.37148475926044
test,82.84518828451883,0.4142259414225941,100.0,63.54418167721785,45.84143308004291
test,91.2133891213389,0.45606694560669453,100.0,66.65724944239099,53.60646986613349
test,99.58158995815899,0.49790794979079495,100.0,69.14367922005258,61.59460670589543
test,107.94979079497908,0.5397489539748954,100.0,71.03758526903243,69.74390255329484
test,116.31799163179916,0.5815899581589958,100.0,72.37926394652928,78.00238937657042
test,124.68619246861924,0.6234309623430963,100.0,73.21354796564594,86.32771479800202
test,133.05439330543933,0.6652719665271967,100.0,73.58842647806308,94.68657056339423
test,141.4225941422594,0.7071129707112971,100.0,73.55392566424169,103.0539660449115
test,149.7907949790795,0.7489539748953975,100.0,73.16123543988041,111.41239586554057
test,158.15899581589957,0.7907949790794979,100.0,72.4620615032547,119.75094076567382
test,166.52719665271965,0.8326359832635982,100.0,71.50817774853824,128.06433146340015
test,174.89539748953973,0.8744769874476986,100.0,70.35115156221016,136.35199679485672
test,183.2635983263598,0.9163179916317991,100.0,69.04221324750486,144.61711004888414
test,191.63179916317992,0.9581589958158996,100.0,67.63224038345878,152.86564123499082
test,200.0,1.0,100.0,66.17182798122005,161.10541808998727
